醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5931060351,0,1310,2020/03/08 17:03:42
5931060440,0,80,2020/03/08 17:03:42
5931060548,579,1523,2020/03/08 17:03:42
5931060619,0,1222,2020/03/08 17:03:42
5931060628,3,839,2020/03/08 17:03:42
5931060646,0,679,2020/03/08 17:03:42
5931060682,0,951,2020/03/08 17:03:42
5931060815,0,732,2020/03/08 17:03:42
5931060824,0,2137,2020/03/08 17:03:42
5931065810,27,335,2020/03/08 17:03:42
5931065927,0,2315,2020/03/08 17:03:42
5931067092,0,1033,2020/03/08 17:03:42
5931067109,0,1265,2020/03/08 17:03:42
5931067136,0,203,2020/03/08 17:03:42
5931067145,0,630,2020/03/08 17:03:42
5931067172,0,2082,2020/03/08 17:03:42
5931067216,27,691,2020/03/08 17:03:42
5931067332,0,1002,2020/03/08 17:03:42
5931067378,0,1202,2020/03/08 17:03:42
5931067403,0,475,2020/03/08 17:03:42
5931067412,0,650,2020/03/08 17:03:42
5931067494,2,1923,2020/03/08 17:03:42
5931067529,0,1533,2020/03/08 17:03:42
5931067547,0,2135,2020/03/08 17:03:42
5931067565,30,358,2020/03/08 17:03:42
5931067850,1,2229,2020/03/08 17:03:42
5931067903,0,1587,2020/03/08 17:03:42
5931068008,0,1718,2020/03/08 17:03:42
5931068080,0,1282,2020/03/08 17:03:42
5931068151,0,2178,2020/03/08 17:03:42
5931068160,0,1396,2020/03/08 17:03:42
5931068268,3,1755,2020/03/08 17:03:42
5931068302,0,395,2020/03/08 17:03:42
5931068375,0,1202,2020/03/08 17:03:42
5931068455,0,324,2020/03/08 17:03:42
5931068464,2,1670,2020/03/08 17:03:42
5931068508,0,1845,2020/03/08 17:03:42
5931068535,0,1895,2020/03/08 17:03:42
5931068580,0,317,2020/03/08 17:03:42
5931068599,1,1983,2020/03/08 17:03:42
5931068624,0,206,2020/03/08 17:03:42
5931068633,0,1210,2020/03/08 17:03:42
5931068660,0,380,2020/03/08 17:03:42
5931068759,0,2136,2020/03/08 17:03:42
5931068819,0,4,2020/03/08 17:03:42
5931068866,0,1121,2020/03/08 17:03:42
5931068875,3,882,2020/03/08 17:03:42
5931068884,0,991,2020/03/08 17:03:42
5931068964,1,430,2020/03/08 17:03:42
5931068973,0,1951,2020/03/08 17:03:42
5931068991,0,35,2020/03/08 17:03:42
5931069201,0,135,2020/03/08 17:03:42
5931069265,0,2461,2020/03/08 17:03:42
5931069363,0,1931,2020/03/08 17:03:42
5931069372,0,1264,2020/03/08 17:03:42
5931069498,0,487,2020/03/08 17:03:42
5931069505,0,890,2020/03/08 17:03:42
5931069532,0,1505,2020/03/08 17:03:42
5931069541,0,1941,2020/03/08 17:03:42
5931069569,4,2303,2020/03/08 17:03:42
5931069701,0,1148,2020/03/08 17:03:42
5931069747,0,154,2020/03/08 17:03:42
5931069765,228,210,2020/03/08 17:03:42
5931069792,39,1574,2020/03/08 17:03:42
5931069836,0,1175,2020/03/08 17:03:42
5931069854,0,1508,2020/03/08 17:03:42
5931069863,0,240,2020/03/08 17:03:42
5931069916,0,1417,2020/03/08 17:03:42
593106A011,147,680,2020/03/08 17:03:42
593106A020,0,1358,2020/03/08 17:03:42
593106A039,21,2165,2020/03/08 17:03:42
593106A093,0,50,2020/03/08 17:03:42
593106A137,35,676,2020/03/08 17:03:42
593106A155,2,1118,2020/03/08 17:03:42
593106A164,0,2030,2020/03/08 17:03:42
593106A173,4,5,2020/03/08 17:03:42
593106A182,2,1618,2020/03/08 17:03:42
593106A226,0,1162,2020/03/08 17:03:42
593106A244,0,1247,2020/03/08 17:03:42
593106A299,0,1179,2020/03/08 17:03:42
593106A324,0,1986,2020/03/08 17:03:42
593106A342,5,533,2020/03/08 17:03:42
593106A351,2,1110,2020/03/08 17:03:42
593106A379,0,1225,2020/03/08 17:03:42
593106A388,17,1596,2020/03/08 17:03:42
593106A404,2,1018,2020/03/08 17:03:42
593106A422,62,1965,2020/03/08 17:03:42
593106A477,0,1356,2020/03/08 17:03:42
593106A511,0,243,2020/03/08 17:03:42
593106A520,5,1723,2020/03/08 17:03:42
593106A566,3,525,2020/03/08 17:03:42
593106A584,3,0,2020/03/08 17:03:42
593106A600,0,151,2020/03/08 17:03:42
593106A628,0,1280,2020/03/08 17:03:42
593106A637,36,124,2020/03/08 17:03:42
593106A646,12,5,2020/03/08 17:03:42
593106A655,0,1449,2020/03/08 17:03:42
593106A691,7,2599,2020/03/08 17:03:42
593106A708,0,776,2020/03/08 17:03:42
593106A717,0,1776,2020/03/08 17:03:42
593106A726,7,0,2020/03/08 17:03:42
593106A735,0,4,2020/03/08 17:03:42
593106A744,0,1290,2020/03/08 17:03:42
593106A753,0,267,2020/03/08 17:03:42
593106A762,3,5,2020/03/08 17:03:42
593106A771,0,698,2020/03/08 17:03:42
593106A824,0,733,2020/03/08 17:03:42
593106A833,6,0,2020/03/08 17:03:42
593106A842,0,1920,2020/03/08 17:03:42
593106A851,5,1010,2020/03/08 17:03:42
593106A860,0,863,2020/03/08 17:03:42
593106A888,0,2459,2020/03/08 17:03:42
593106A904,63,763,2020/03/08 17:03:42
593106A913,294,1528,2020/03/08 17:03:42
593106A922,0,2073,2020/03/08 17:03:42
593106A931,0,2810,2020/03/08 17:03:42
593106A940,0,49,2020/03/08 17:03:42
593106A959,0,51,2020/03/08 17:03:42
5931070017,0,1725,2020/03/08 17:03:42
5931070044,0,2,2020/03/08 17:03:42
5931070053,0,1091,2020/03/08 17:03:42
5931070062,1,2127,2020/03/08 17:03:42
5931070080,0,705,2020/03/08 17:03:42
5931070099,0,1108,2020/03/08 17:03:42
5931070142,0,879,2020/03/08 17:03:42
5931070213,0,869,2020/03/08 17:03:42
5931070286,0,835,2020/03/08 17:03:42
5931070348,0,1463,2020/03/08 17:03:42
5931070366,0,55,2020/03/08 17:03:42
5931070393,0,38,2020/03/08 17:03:42
5931071425,0,1003,2020/03/08 17:03:42
5931071523,0,1057,2020/03/08 17:03:42
5931071550,0,98,2020/03/08 17:03:42
5931071658,0,1585,2020/03/08 17:03:42
5931071818,0,1051,2020/03/08 17:03:42
5931071836,3,1292,2020/03/08 17:03:42
5931071916,0,1287,2020/03/08 17:03:42
5931071934,0,180,2020/03/08 17:03:42
5931071961,0,153,2020/03/08 17:03:42
5931071970,0,569,2020/03/08 17:03:42
5931072039,0,1693,2020/03/08 17:03:42
5931072066,0,2106,2020/03/08 17:03:42
5931072137,0,1198,2020/03/08 17:03:42
5931072191,339,0,2020/03/08 17:03:42
5931072217,0,525,2020/03/08 17:03:42
5931072244,1,10,2020/03/08 17:03:42
5931072253,0,935,2020/03/08 17:03:42
5931072351,0,10,2020/03/08 17:03:42
5931072404,1,701,2020/03/08 17:03:42
5931072413,0,1432,2020/03/08 17:03:42
5931072431,6,2136,2020/03/08 17:03:42
5931072459,0,1597,2020/03/08 17:03:42
5931072477,0,1472,2020/03/08 17:03:42
5931072486,0,537,2020/03/08 17:03:42
5931080022,2,2073,2020/03/08 17:03:42
5931080031,1,1444,2020/03/08 17:03:42
5931081216,71,56,2020/03/08 17:03:42
5931081234,0,704,2020/03/08 17:03:42
5931081289,45,165,2020/03/08 17:03:42
5931081378,21,1332,2020/03/08 17:03:42
5931081396,0,1427,2020/03/08 17:03:42
5931081403,0,778,2020/03/08 17:03:42
5931081412,0,545,2020/03/08 17:03:42
5931081421,0,295,2020/03/08 17:03:42
5931081458,559,1348,2020/03/08 17:03:42
5931081485,0,1862,2020/03/08 17:03:42
5931081494,1,1772,2020/03/08 17:03:42
5931081510,584,2174,2020/03/08 17:03:42
5931090037,0,436,2020/03/08 17:03:42
5931090117,0,109,2020/03/08 17:03:42
5931090180,1,1447,2020/03/08 17:03:42
5931090279,0,404,2020/03/08 17:03:42
5931091374,0,912,2020/03/08 17:03:42
5931091427,10,2007,2020/03/08 17:03:42
5931091454,0,1217,2020/03/08 17:03:42
5931091481,0,949,2020/03/08 17:03:42
5931091570,0,1263,2020/03/08 17:03:42
5931091605,0,1538,2020/03/08 17:03:42
5931091623,60,27,2020/03/08 17:03:42
5931091641,0,419,2020/03/08 17:03:42
5931091678,0,1815,2020/03/08 17:03:42
5931091696,0,768,2020/03/08 17:03:42
5931091712,5,667,2020/03/08 17:03:42
5931091810,0,1678,2020/03/08 17:03:42
5931091829,0,1154,2020/03/08 17:03:42
5931091856,0,3,2020/03/08 17:03:42
5931091865,15,802,2020/03/08 17:03:42
5931091874,0,434,2020/03/08 17:03:42
5931091892,0,1949,2020/03/08 17:03:42
5931091909,9,379,2020/03/08 17:03:42
5931091945,0,982,2020/03/08 17:03:42
5931091972,0,586,2020/03/08 17:03:42
5931091981,0,341,2020/03/08 17:03:42
5931091990,0,5,2020/03/08 17:03:42
5931092004,0,353,2020/03/08 17:03:42
5931092022,0,73,2020/03/08 17:03:42
5931092040,0,334,2020/03/08 17:03:42
5931092059,0,65,2020/03/08 17:03:42
5931092068,150,0,2020/03/08 17:03:42
5931092077,0,942,2020/03/08 17:03:42
5931092095,0,497,2020/03/08 17:03:42
5931092102,0,2114,2020/03/08 17:03:42
5931100047,0,578,2020/03/08 17:03:42
5931100074,17,839,2020/03/08 17:03:42
5931100092,0,85,2020/03/08 17:03:42
5931100154,2,2078,2020/03/08 17:03:42
5931100163,0,1263,2020/03/08 17:03:42
5931100270,0,599,2020/03/08 17:03:42
5931100305,0,775,2020/03/08 17:03:42
5931101419,0,1694,2020/03/08 17:03:42
5931101455,5,30,2020/03/08 17:03:42
5931101464,0,339,2020/03/08 17:03:42
5931101599,0,218,2020/03/08 17:03:42
5931101615,0,2190,2020/03/08 17:03:42
5931101624,0,1637,2020/03/08 17:03:42
5931101633,6,1402,2020/03/08 17:03:42
5931101642,0,2038,2020/03/08 17:03:42
5931101651,132,170,2020/03/08 17:03:42
5931101668,0,256,2020/03/08 17:03:42
5931101704,1,1395,2020/03/08 17:03:42
5931101786,0,489,2020/03/08 17:03:42
5931101919,0,3,2020/03/08 17:03:42
5931101937,0,1485,2020/03/08 17:03:42
5931101955,6,1217,2020/03/08 17:03:42
5931101973,0,1667,2020/03/08 17:03:42
5931101991,3,440,2020/03/08 17:03:42
5931102078,0,5,2020/03/08 17:03:42
5931102087,0,1783,2020/03/08 17:03:42
5931102096,9,153,2020/03/08 17:03:42
5931102103,0,1,2020/03/08 17:03:42
5931102176,0,1790,2020/03/08 17:03:42
5931102229,0,40,2020/03/08 17:03:42
5931102265,0,784,2020/03/08 17:03:42
5931102274,2,2481,2020/03/08 17:03:42
5931102292,0,679,2020/03/08 17:03:42
5931102318,0,648,2020/03/08 17:03:42
5931110025,0,1214,2020/03/08 17:03:42
5931110034,0,5,2020/03/08 17:03:42
5931110070,0,860,2020/03/08 17:03:42
5931110212,1,0,2020/03/08 17:03:42
5931110258,0,1642,2020/03/08 17:03:42
5931111540,2,1519,2020/03/08 17:03:42
5931111568,0,1423,2020/03/08 17:03:42
5931111602,0,834,2020/03/08 17:03:42
5931111611,0,1888,2020/03/08 17:03:42
5931111719,0,2026,2020/03/08 17:03:42
5931111737,0,362,2020/03/08 17:03:42
5931111755,15,1704,2020/03/08 17:03:42
5931111773,3,2053,2020/03/08 17:03:42
5931111835,1,966,2020/03/08 17:03:42
5931111844,0,839,2020/03/08 17:03:42
5931111915,0,1117,2020/03/08 17:03:42
5931111951,2,2326,2020/03/08 17:03:42
5931111988,0,40,2020/03/08 17:03:42
5931112047,0,1590,2020/03/08 17:03:42
5931112083,0,1713,2020/03/08 17:03:42
5931112145,0,456,2020/03/08 17:03:42
5931112181,0,1139,2020/03/08 17:03:42
5931112225,1,6,2020/03/08 17:03:42
5931112234,0,870,2020/03/08 17:03:42
5931112314,0,894,2020/03/08 17:03:42
5931112369,2,1287,2020/03/08 17:03:42
5931112378,4,1057,2020/03/08 17:03:42
5931112430,0,475,2020/03/08 17:03:42
5931112467,0,667,2020/03/08 17:03:42
5931112494,14,5,2020/03/08 17:03:42
5931112609,213,2306,2020/03/08 17:03:42
5931112636,0,430,2020/03/08 17:03:42
5931112645,60,15,2020/03/08 17:03:42
5931112690,180,905,2020/03/08 17:03:42
5931112716,0,1171,2020/03/08 17:03:42
5931112789,20,75,2020/03/08 17:03:42
5931112798,258,2378,2020/03/08 17:03:42
5931112832,0,375,2020/03/08 17:03:42
5931112850,0,1531,2020/03/08 17:03:42
5931112896,0,1362,2020/03/08 17:03:42
5931112912,18,1386,2020/03/08 17:03:42
5931112958,0,1120,2020/03/08 17:03:42
5931112976,0,98,2020/03/08 17:03:42
5931112994,0,2069,2020/03/08 17:03:42
5931113017,597,1501,2020/03/08 17:03:42
5931113026,0,1158,2020/03/08 17:03:42
5931120049,0,2345,2020/03/08 17:03:42
5931120156,475,1884,2020/03/08 17:03:42
5931121224,1456,2097,2020/03/08 17:03:42
5931121242,296,2168,2020/03/08 17:03:42
5931121279,2071,2899,2020/03/08 17:03:42
5931121297,1,2021,2020/03/08 17:03:42
5931121304,537,1600,2020/03/08 17:03:42
5931121377,1,2013,2020/03/08 17:03:42
5931121386,30,1826,2020/03/08 17:03:42
5931121402,152,1820,2020/03/08 17:03:42
5931121411,0,1477,2020/03/08 17:03:42
5931121420,914,1925,2020/03/08 17:03:42
5931121448,0,1206,2020/03/08 17:03:42
5931130045,0,129,2020/03/08 17:03:42
5931130152,2,991,2020/03/08 17:03:42
5931130205,0,1500,2020/03/08 17:03:42
5931130214,0,1273,2020/03/08 17:03:42
5931130223,0,840,2020/03/08 17:03:42
5931130241,0,985,2020/03/08 17:03:42
5931130349,0,90,2020/03/08 17:03:42
5931130358,0,1293,2020/03/08 17:03:42
5931130394,0,1140,2020/03/08 17:03:42
5931130438,3,401,2020/03/08 17:03:42
5931130545,0,2038,2020/03/08 17:03:42
5931131579,0,1865,2020/03/08 17:03:42
5931131800,1,2279,2020/03/08 17:03:42
5931131828,579,1376,2020/03/08 17:03:42
5931131864,0,1954,2020/03/08 17:03:42
5931131882,0,730,2020/03/08 17:03:42
5931131908,0,1989,2020/03/08 17:03:42
5931132110,0,1645,2020/03/08 17:03:42
5931132138,0,67,2020/03/08 17:03:42
5931132165,63,1875,2020/03/08 17:03:42
5931132183,0,1790,2020/03/08 17:03:42
5931132236,0,1408,2020/03/08 17:03:42
5931132245,1,1939,2020/03/08 17:03:42
5931132263,0,443,2020/03/08 17:03:42
5931132272,0,1143,2020/03/08 17:03:42
5931132334,0,72,2020/03/08 17:03:42
5931132343,2,1400,2020/03/08 17:03:42
5931132389,0,763,2020/03/08 17:03:42
5931132405,0,1343,2020/03/08 17:03:42
5931132487,0,1237,2020/03/08 17:03:42
5931132496,0,428,2020/03/08 17:03:42
5931132521,0,1709,2020/03/08 17:03:42
5931132538,0,693,2020/03/08 17:03:42
5931132576,464,2278,2020/03/08 17:03:42
5931132594,0,798,2020/03/08 17:03:42
5931132601,0,1066,2020/03/08 17:03:42
5931132610,0,736,2020/03/08 17:03:42
5931132629,6,1017,2020/03/08 17:03:42
5931132647,540,2566,2020/03/08 17:03:42
5931132683,6,468,2020/03/08 17:03:42
5931132727,26,1648,2020/03/08 17:03:42
5931132736,0,1895,2020/03/08 17:03:42
5931132781,0,2050,2020/03/08 17:03:42
5931132807,0,793,2020/03/08 17:03:42
5931132816,0,2105,2020/03/08 17:03:42
5931132852,0,937,2020/03/08 17:03:42
5931132870,69,1147,2020/03/08 17:03:42
5931132914,0,2126,2020/03/08 17:03:42
5931132932,0,1838,2020/03/08 17:03:42
5931132950,0,659,2020/03/08 17:03:42
5931133019,0,1590,2020/03/08 17:03:42
5931133037,5,1016,2020/03/08 17:03:42
5931133046,0,463,2020/03/08 17:03:42
5931133108,0,693,2020/03/08 17:03:42
5931133126,0,790,2020/03/08 17:03:42
5931133135,78,982,2020/03/08 17:03:42
5931133171,2,1210,2020/03/08 17:03:42
5931133199,0,4,2020/03/08 17:03:42
5931133206,0,4,2020/03/08 17:03:42
5931133313,4,873,2020/03/08 17:03:42
5931133331,35,2150,2020/03/08 17:03:42
5931133340,0,2060,2020/03/08 17:03:42
5931133359,1348,2038,2020/03/08 17:03:42
5931133377,0,1004,2020/03/08 17:03:42
5931133395,7,1895,2020/03/08 17:03:42
5931133439,0,1161,2020/03/08 17:03:42
5931133457,2,1386,2020/03/08 17:03:42
5931133466,601,2704,2020/03/08 17:03:42
5931133493,0,1996,2020/03/08 17:03:42
5931133500,0,2013,2020/03/08 17:03:42
5931133528,3,2541,2020/03/08 17:03:42
5931133537,0,1696,2020/03/08 17:03:42
5931140096,0,1393,2020/03/08 17:03:42
5931140112,0,884,2020/03/08 17:03:42
5931140121,0,776,2020/03/08 17:03:42
5931140130,0,1274,2020/03/08 17:03:42
5931140158,0,1236,2020/03/08 17:03:42
5931140201,3,373,2020/03/08 17:03:42
5931140229,0,786,2020/03/08 17:03:42
5931140238,0,2,2020/03/08 17:03:42
5931140372,2,925,2020/03/08 17:03:42
5931140416,0,1880,2020/03/08 17:03:42
5931141502,0,1023,2020/03/08 17:03:42
5931141520,0,1709,2020/03/08 17:03:42
5931141557,0,2480,2020/03/08 17:03:42
5931141637,1,539,2020/03/08 17:03:42
5931141708,0,2243,2020/03/08 17:03:42
5931141726,2,1314,2020/03/08 17:03:42
5931141744,0,1816,2020/03/08 17:03:42
5931141799,0,1539,2020/03/08 17:03:42
5931141860,1,8,2020/03/08 17:03:42
5931141904,0,268,2020/03/08 17:03:42
5931141913,0,643,2020/03/08 17:03:42
5931141922,2,0,2020/03/08 17:03:42
5931141986,0,614,2020/03/08 17:03:42
5931142018,0,2,2020/03/08 17:03:42
5931142072,4,1165,2020/03/08 17:03:42
5931142081,0,2192,2020/03/08 17:03:42
5931142090,548,1597,2020/03/08 17:03:42
5931142116,2,2431,2020/03/08 17:03:42
5931142161,0,1848,2020/03/08 17:03:42
5931142241,588,2244,2020/03/08 17:03:42
5931142296,3,473,2020/03/08 17:03:42
5931142321,0,1316,2020/03/08 17:03:42
5931142367,6,690,2020/03/08 17:03:42
5931142394,1,2261,2020/03/08 17:03:42
5931142429,0,927,2020/03/08 17:03:42
5931142447,3,2028,2020/03/08 17:03:42
5931142509,55,0,2020/03/08 17:03:42
5931142554,1,1217,2020/03/08 17:03:42
5931142572,1,1458,2020/03/08 17:03:42
5931142634,0,1133,2020/03/08 17:03:42
5931142643,0,642,2020/03/08 17:03:42
5931142670,3,845,2020/03/08 17:03:42
5931142723,0,865,2020/03/08 17:03:42
5931142769,1,407,2020/03/08 17:03:42
5931142778,5,320,2020/03/08 17:03:42
5931142796,0,1323,2020/03/08 17:03:42
5931142830,3,1773,2020/03/08 17:03:42
5931142849,0,936,2020/03/08 17:03:42
5931142876,0,1143,2020/03/08 17:03:42
5931142901,0,462,2020/03/08 17:03:42
5931142956,0,1797,2020/03/08 17:03:42
5931142965,25,2126,2020/03/08 17:03:42
5931142974,0,2029,2020/03/08 17:03:42
5931142983,0,1083,2020/03/08 17:03:42
5931143015,0,2081,2020/03/08 17:03:42
5931143024,0,2531,2020/03/08 17:03:42
5931143033,310,1697,2020/03/08 17:03:42
5931143042,0,812,2020/03/08 17:03:42
5931143051,149,1568,2020/03/08 17:03:42
5931143060,0,530,2020/03/08 17:03:42
5931143088,0,129,2020/03/08 17:03:42
5931143097,1,2021,2020/03/08 17:03:42
5931143104,54,524,2020/03/08 17:03:42
5931143113,21,1786,2020/03/08 17:03:42
5931143122,0,1886,2020/03/08 17:03:42
5931143131,12,1422,2020/03/08 17:03:42
5931143140,0,2068,2020/03/08 17:03:42
5931143168,1143,2345,2020/03/08 17:03:42
5931143186,1610,595,2020/03/08 17:03:42
5931150056,2,1710,2020/03/08 17:03:42
5931150065,0,1016,2020/03/08 17:03:42
5931151231,9,1995,2020/03/08 17:03:42
5931151277,0,591,2020/03/08 17:03:42
5931151295,2,2,2020/03/08 17:03:42
5931151302,0,1351,2020/03/08 17:03:42
5931151311,0,2017,2020/03/08 17:03:42
5931151473,0,1823,2020/03/08 17:03:42
5931151482,6,1519,2020/03/08 17:03:42
5931151491,0,365,2020/03/08 17:03:42
5931151508,0,1198,2020/03/08 17:03:42
5931151544,0,434,2020/03/08 17:03:42
5931151599,0,43,2020/03/08 17:03:42
5931151615,0,225,2020/03/08 17:03:42
5931151642,0,1280,2020/03/08 17:03:42
5931151660,8,876,2020/03/08 17:03:42
5931151679,0,1821,2020/03/08 17:03:42
5931151688,0,2420,2020/03/08 17:03:42
5931160061,0,1216,2020/03/08 17:03:42
5931160105,0,3,2020/03/08 17:03:42
5931160132,0,18,2020/03/08 17:03:42
5931161237,582,0,2020/03/08 17:03:42
5931161326,0,304,2020/03/08 17:03:42
5931161344,0,5,2020/03/08 17:03:42
5931161353,2,0,2020/03/08 17:03:42
5931161433,0,80,2020/03/08 17:03:42
5931161460,3,1211,2020/03/08 17:03:42
5931161540,13,0,2020/03/08 17:03:42
5931170012,0,562,2020/03/08 17:03:42
5931170021,0,590,2020/03/08 17:03:42
5931170067,0,609,2020/03/08 17:03:42
5931170129,0,1568,2020/03/08 17:03:42
5931171233,0,955,2020/03/08 17:03:42
5931171251,0,309,2020/03/08 17:03:42
5931171297,0,2172,2020/03/08 17:03:42
5931171340,0,25,2020/03/08 17:03:42
5931171411,0,1585,2020/03/08 17:03:42
5931171528,0,887,2020/03/08 17:03:42
5931171537,1,241,2020/03/08 17:03:42
5931171546,0,628,2020/03/08 17:03:42
5931171564,3,1407,2020/03/08 17:03:42
5931171573,7,97,2020/03/08 17:03:42
5931171608,0,43,2020/03/08 17:03:42
5931171644,0,20,2020/03/08 17:03:42
5931171671,0,1051,2020/03/08 17:03:42
5931171680,156,1166,2020/03/08 17:03:42
5931171706,0,25,2020/03/08 17:03:42
5931171715,51,20,2020/03/08 17:03:42
5931171724,0,1149,2020/03/08 17:03:42
5931171733,0,627,2020/03/08 17:03:42
5931171742,0,189,2020/03/08 17:03:42
5931171751,591,1834,2020/03/08 17:03:42
5931171788,0,35,2020/03/08 17:03:42
5931181051,0,1876,2020/03/08 17:03:42
5931181104,0,1098,2020/03/08 17:03:42
5931181159,1,1700,2020/03/08 17:03:42
5931181195,91,1923,2020/03/08 17:03:42
5931181239,0,1225,2020/03/08 17:03:42
5931181248,39,839,2020/03/08 17:03:42
5931190514,0,1966,2020/03/08 17:03:42
5931220017,0,983,2020/03/08 17:03:42
5931231127,0,569,2020/03/08 17:03:42
5931231225,0,321,2020/03/08 17:03:42
5931231289,2,0,2020/03/08 17:03:42
5931250015,26,1923,2020/03/08 17:03:42
5931250042,0,2556,2020/03/08 17:03:42
5931270026,0,2,2020/03/08 17:03:42
5931270044,1,1440,2020/03/08 17:03:42
5931271103,0,154,2020/03/08 17:03:42
5931280013,0,1744,2020/03/08 17:03:42
5931281074,0,1805,2020/03/08 17:03:42
5932010019,53,600,2020/03/08 17:03:42
5932010202,0,1039,2020/03/08 17:03:42
5932010328,0,75,2020/03/08 17:03:42
5932010337,0,1187,2020/03/08 17:03:42
5932010408,0,333,2020/03/08 17:03:42
5932010462,0,721,2020/03/08 17:03:42
5932010604,0,369,2020/03/08 17:03:42
5932010631,0,1383,2020/03/08 17:03:42
5932010659,0,114,2020/03/08 17:03:42
5932010668,1226,1781,2020/03/08 17:03:42
5932010702,15,30,2020/03/08 17:03:42
5932010784,0,1439,2020/03/08 17:03:42
5932010793,88,1641,2020/03/08 17:03:42
5932010855,39,1580,2020/03/08 17:03:42
5932010891,0,1531,2020/03/08 17:03:42
5932010908,0,1740,2020/03/08 17:03:42
5932011058,0,2034,2020/03/08 17:03:42
5932011110,691,2061,2020/03/08 17:03:42
5932011147,0,3,2020/03/08 17:03:42
5932011218,190,2597,2020/03/08 17:03:42
5932011316,1,8,2020/03/08 17:03:42
5932011361,0,2002,2020/03/08 17:03:42
5932011370,10,815,2020/03/08 17:03:42
5932011503,0,460,2020/03/08 17:03:42
5932011512,46,2737,2020/03/08 17:03:42
5932011576,1,2125,2020/03/08 17:03:42
5932011585,0,560,2020/03/08 17:03:42
5932011610,130,2255,2020/03/08 17:03:42
5932011638,0,1788,2020/03/08 17:03:42
5932011692,6,1555,2020/03/08 17:03:42
5932011772,0,564,2020/03/08 17:03:42
5932011870,0,1796,2020/03/08 17:03:42
5932011898,4,2084,2020/03/08 17:03:42
5932012108,440,2057,2020/03/08 17:03:42
5932012359,0,1840,2020/03/08 17:03:42
5932012402,0,789,2020/03/08 17:03:42
5932012457,0,2131,2020/03/08 17:03:42
5932012493,0,532,2020/03/08 17:03:42
5932012573,0,197,2020/03/08 17:03:42
5932012582,150,105,2020/03/08 17:03:42
5932012591,1,0,2020/03/08 17:03:42
5932012671,0,2122,2020/03/08 17:03:42
5932012742,0,995,2020/03/08 17:03:42
5932012804,619,1947,2020/03/08 17:03:42
5932012813,109,1347,2020/03/08 17:03:42
5932012902,302,104,2020/03/08 17:03:42
5932012911,0,1,2020/03/08 17:03:42
5932012939,32,182,2020/03/08 17:03:42
5932013007,0,300,2020/03/08 17:03:42
5932013016,45,75,2020/03/08 17:03:42
5932013034,1,1254,2020/03/08 17:03:42
5932013089,0,1130,2020/03/08 17:03:42
5932013114,1520,1917,2020/03/08 17:03:42
5932013123,3,325,2020/03/08 17:03:42
5932013169,0,80,2020/03/08 17:03:42
5932013196,63,385,2020/03/08 17:03:42
5932013203,0,1352,2020/03/08 17:03:42
5932013267,664,1966,2020/03/08 17:03:42
5932013285,0,2405,2020/03/08 17:03:42
5932013310,0,907,2020/03/08 17:03:42
5932013338,445,1588,2020/03/08 17:03:42
5932013356,0,10,2020/03/08 17:03:42
5932013365,0,1412,2020/03/08 17:03:42
5932013374,149,0,2020/03/08 17:03:42
5932013383,69,89,2020/03/08 17:03:42
5932013392,89,1892,2020/03/08 17:03:42
5932013409,0,859,2020/03/08 17:03:42
5932013418,717,1411,2020/03/08 17:03:42
5932013427,0,1073,2020/03/08 17:03:42
5932013436,426,488,2020/03/08 17:03:42
5932013445,0,1518,2020/03/08 17:03:42
5932013463,532,1149,2020/03/08 17:03:42
5932013516,1550,2272,2020/03/08 17:03:42
5932013534,2,0,2020/03/08 17:03:42
5932013589,3,1785,2020/03/08 17:03:42
5932013605,0,759,2020/03/08 17:03:42
5932013614,0,983,2020/03/08 17:03:42
5932013623,21,508,2020/03/08 17:03:42
5932013650,1,1549,2020/03/08 17:03:42
5932013687,914,2096,2020/03/08 17:03:42
5932013712,0,246,2020/03/08 17:03:42
5932013721,938,2146,2020/03/08 17:03:42
5932013749,0,1873,2020/03/08 17:03:42
5932013767,0,121,2020/03/08 17:03:42
5932013785,0,20,2020/03/08 17:03:42
5932013794,876,2315,2020/03/08 17:03:42
5932013801,282,2224,2020/03/08 17:03:42
5932013810,960,2728,2020/03/08 17:03:42
5932013856,2,640,2020/03/08 17:03:42
5932013874,0,283,2020/03/08 17:03:42
5932013883,33,655,2020/03/08 17:03:42
5932013892,1100,1671,2020/03/08 17:03:42
5932013909,0,1276,2020/03/08 17:03:42
5932013918,601,1999,2020/03/08 17:03:42
5932013927,1,2143,2020/03/08 17:03:42
5932013936,0,354,2020/03/08 17:03:42
5932013945,697,1074,2020/03/08 17:03:42
5932013954,0,1389,2020/03/08 17:03:42
5932013963,36,661,2020/03/08 17:03:42
5932013972,1,1659,2020/03/08 17:03:42
5932017069,2,340,2020/03/08 17:03:42
5932017096,2,1890,2020/03/08 17:03:42
5932017103,0,1673,2020/03/08 17:03:42
5932017112,1,757,2020/03/08 17:03:42
5932017309,5,2,2020/03/08 17:03:42
5932018520,0,2028,2020/03/08 17:03:42
5932018539,0,1656,2020/03/08 17:03:42
5932018548,0,1806,2020/03/08 17:03:42
5932018593,0,315,2020/03/08 17:03:42
5932018628,0,1165,2020/03/08 17:03:42
5932018664,14,1808,2020/03/08 17:03:42
